CODI FARMACIA,NOM FARMACIA,CODI ABS,NOM ABS,CODI MUNICIPI,NOM MUNICIPI,CODI POSTAL,TIPUS VIA,NOM VIA,NUMERO VIA
F08007373,"TENORIO RIPOLL, MARIA ISABEL",019,BARCELONA 1-D,08019,BARCELONA,08001,CR,UNIO,5
F08007398,"MUJAL VIÑALS,ASSUMPCIO",196,SABADELL 5,08187,SABADELL,08205,CR,VILADOMAT,20-24
F08007408,"ORRIT MACKENZIE, JORDI",365,CASTELLDEFELS-1,08056,CASTELLDEFELS,08860,AV,CONSTITUCIO,119-125
F08007415,"RUBIO CALVO, ALVARO",031,BARCELONA 2-K,08019,BARCELONA,08025,CR,PADILLA,295
F08007430,"FULLANA BARCELO, LUCIA",046,BARCELONA 5-E,08019,BARCELONA,08022,PS,SANT GERVASI,24
F08007447,"BENEDICTO LOPEZ, MERCE",047,BARCELONA 6-A,08019,BARCELONA,08024,CR,TORRENT DE LES FLORS,45
F08007454,"CARRERA RODRIGUEZ, ELISA",049,BARCELONA 6-C,08019,BARCELONA,08012,CR,VERDI,132
F08007461,"SANCHEZ APARICIO, RAQUEL",035,BARCELONA 3-D,08019,BARCELONA,08014,CR,GAVA,59
F08007479,"FULLANA BARCELO, BEATRIZ",023,BARCELONA 2-C,08019,BARCELONA,08029,CR,COMTE BORRELL,198
F08007486,"MARTEACHE SOLANS, MIRIAM",044,BARCELONA 5-C,08019,BARCELONA,08017,PS,SANT JOAN BOSCO,57
F08007493,"LOPEZ RODRIGUEZ, SOFIA",023,BARCELONA 2-C,08019,BARCELONA,08029,AV,SARRIA,31
F08007503,"PANÉ TRULLOLS, ESTHER",,,08019,BARCELONA,08031,PS,MARAGALL,358
F08007510,"GUERRA MASATS, MARIA",025,BARCELONA 2-E,08019,BARCELONA,08036,CR,VILLARROEL,201
F08007609,"GOMEZ VALENZUELA, NURIA",039,BARCELONA 4-A,08019,BARCELONA,08029,CR,GELABERT,28-30
F08007616,"VENTURA TIRON, ANNA",043,BARCELONA 5-B,08019,BARCELONA,08006,CR,MARC AURELI,42-44
F08007623,"GASPAR OSPITAL,C/ARASA I PLA,G",050,BARCELONA 6-D,08019,BARCELONA,08023,CR,MARE DE DEU DEL COLL,99
F08007630,"BALSELLS VALVERDE, GLORIA",044,BARCELONA 5-C,08019,BARCELONA,08017,CR,ANGEL GUIMERA,14
F08007648,"SABATE FAURA, JAUME",395,BARCELONA 9-H,08019,BARCELONA,08030,CR,DOCTOR SANT PONÇ,103
F08007655,"FERNANDEZ PEREZ, MA. CARME",040,BARCELONA 4-B,08019,BARCELONA,08029,CR,TAQUIGRAF GARRIGA,67
F08007662,"RIBAS FERNANDEZ, EMMA",046,BARCELONA 5-E,08019,BARCELONA,08023,RD,GENERAL MITRE,199
F08007670,"SOLER BERTOLICH, MONTSERRAT",035,BARCELONA 3-D,08019,BARCELONA,08014,CR,MOIANES,51
F08007687,"MORENO YUSTE, MARIA",050,BARCELONA 6-D,08019,BARCELONA,08023,CR,GOMIS,82
F08007694,"AGUSTI VIDAL, MARIA ISABEL",054,BARCELONA 7-D,08019,BARCELONA,08032,CR,DANTE ALIGHIERI,66 bis
F08007704,"FABIÁN SANCHÍS, CARLOS.",043,BARCELONA 5-B,08019,BARCELONA,08021,VI,AUGUSTA,242
F08007711,"GARCIA BERGA, ESTHER",022,BARCELONA 2-B,08019,BARCELONA,08015,CR,ARAGO,1
F08007729,"PALACIO BESCOS, M.DEL PILAR",326,BARCELONA 7-G,08019,BARCELONA,08041,AV,MARE DE DEU MONTSERRAT,158
F08007736,"MELGUIZO CORZO, RAQUEL",046,BARCELONA 5-E,08019,BARCELONA,08022,PS,BONANOVA,43
F08007743,"QUINTEIRO CANEDO, MARGARITA",054,BARCELONA 7-D,08019,BARCELONA,08032,CR,PERIS MENCHETA,55
F08007750,"CARDELLA POU, MARIA LORETO",385,BARCELONA 8J,08019,BARCELONA,08016,PS,FABRA i PUIG,136
F08007768,"MARTINEZ BORONAT, ENRIQUE JAVIER",039,BARCELONA 4-A,08019,BARCELONA,08014,CR,VALLESPIR,190
F08007775,"JOVE YSANTA, M. TERESA",071,BARCELONA 10-A,08019,BARCELONA,08018,CR,NAPOLS,4
F08007782,"CELDRAN LOPEZ, MA. ROSA",326,BARCELONA 7-G,08019,BARCELONA,08041,CR,TEODOR LLORENTE,4
F08007790,"ESQUERRÀ GIMENO, SERGIO",029,BARCELONA 2-I,08019,BARCELONA,08013,CR,VALENCIA,530
F08007800,"ESTOPIÑÁ CROS, MONTSERRAT",044,BARCELONA 5-C,08019,BARCELONA,08017,CR,ROSARI,13
F08007817,"BARO SABATE, ESTHER",043,BARCELONA 5-B,08019,BARCELONA,08021,CR,COPERNIC,47
F08007824,"MARCH PUJOL, MARIA ANTONIA",046,BARCELONA 5-E,08019,BARCELONA,08022,CR,MANDRI,54
F08007831,"CONDAL ESPINAL,ROSA MARIA",017,BARCELONA 1-B,08019,BARCELONA,08003,CR,REINA CRISTINA,1
F08007849,"FERNANDEZ LOPEZ,CONCEPCIO",046,BARCELONA 5-E,08019,BARCELONA,08023,CR,BALLESTER,31
F08007856,"BRUSTENGA FORTUNY, MARTA",197,SABADELL 6,08187,SABADELL,08204,CT,BARCELONA,560
F08007863,"DE LA NOGAL MESA, ANNA",030,BARCELONA 2-J,08019,BARCELONA,08013,AV,DIAGONAL,243
F08007870,"LAGUNA VENTOSA, M.JOAQUIMA",031,BARCELONA 2-K,08019,BARCELONA,08025,CR,PROVENÇA,459
F08007888,"ALGUACIL MARI, PURIFICACIO",023,BARCELONA 2-C,08019,BARCELONA,08029,CR,PROVENÇA,32
F08007895,"ROYAN VILLAR, JOSEP",049,BARCELONA 6-C,08019,BARCELONA,08024,TS,DE DALT,34
F08007905,"BOVER FERRER, CATALINA",385,BARCELONA 8J,08019,BARCELONA,08031,PS,MARAGALL,248
F08007912,"ARRASATE PERPIÑA, JOSEFA",051,BARCELONA 7-A,08019,BARCELONA,08024,AV,MARE DE DEU DE MONTSERRAT,71
F08007920,"SARDAR KUSSAYER, TAUFIQ-SAMI",049,BARCELONA 6-C,08019,BARCELONA,08024,CR,VALLDOREIX,7
F08007937,"COSTA OLIVA, ESTHER",290,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,08101,L'HOSPITALET DE LLOBREGAT,08904,CT,DE COLLBLANC,75
F08007944,"SANTAMARÍA SALA, MARIA DEL MAR.",042,BARCELONA 5-A,08019,BARCELONA,08021,CR,FRANCESC PEREZ I CABRERO,11
F08007951,"VILARRUBIA GOULA, MARIA ESTEL DE",292,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,08101,L'HOSPITALET DE LLOBREGAT,08902,CR,SANTA EULALIA,42
F08007969,"BOUATRA BELOUAFI, SAID/ASSASSI EL ACHHAB EL IDRISSI, NISRINE",291,L'HOSPITALET DE LLOBREGAT 4 TORRASSA,08101,L'HOSPITALET DE LLOBREGAT,08903,CR,RAFEL CAMPALANS,89
F08007976,MONSARRO RAFECAS/AMADO MONSARRO,176,PENEDÈS RURAL,08227,SANT MARTÍ SARROCA,08731,AV,ANSELM CLAVE,33
F08007983,"TORA MILA, MIREIA",358,BARCELONA 6-E,08019,BARCELONA,08024,CR,PROVIDENCIA,128
F08007990,"FARRAN BRIERA, GEORGINA",035,BARCELONA 3-D,08019,BARCELONA,08014,CR,CONSTITUCIO,50
F08008000,"PANTALEONI GIRALT, ALBERT",042,BARCELONA 5-A,08019,BARCELONA,08021,CR,CALVET,70
F08008017,"JIMENEZ GALINDO, ANA ISABEL",326,BARCELONA 7-G,08019,BARCELONA,08041,RD,GUINARDO,196
F08008024,"ADSARA DALMAU, J/ADSARA GRAU,J",293,L'HOSPITALET DE LLOBREGAT 6-S.EULÀLIA S.,08101,L'HOSPITALET DE LLOBREGAT,08902,CR,CASTELAO,74
F08008031,"ANDREU LLEAL, M ASUNCION",043,BARCELONA 5-B,08019,BARCELONA,08022,CR,GANDUXER,94
F08008049,"GOMEZ NUÑEZ, M TERESA",046,BARCELONA 5-E,08019,BARCELONA,08023,CR,BERTRAN,129
F08008056,"GARCIA CASAS, DELFINA",039,BARCELONA 4-A,08019,BARCELONA,08029,CR,BERLIN,107
F08008063,"TOTOSAUS RAVENTOS, JAUME",290,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,08101,L'HOSPITALET DE LLOBREGAT,08904,PG,OLIVERES,1
F08008070,"SEGURA BOIX, JOSEP BERNAT",033,BARCELONA 3-B,08019,BARCELONA,08004,CR,CONCORDIA,47
F08008088,"PONJOAN URIACH, M.ROSA",039,BARCELONA 4-A,08019,BARCELONA,08029,CR,LORETO,48
F08008095,"BEUMALA LLUNELL, MARIA ANGELS",041,BARCELONA 4-C,08019,BARCELONA,08034,CR,BISBE CATALA,8
F08008105,"SIMON BARON, JOSE MIGUEL",296,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,08101,L'HOSPITALET DE LLOBREGAT,08906,CR,BELCHITE,13-15
F08008112,"VARELA MATO, CONCEPCIO",073,BARCELONA 10-C,08019,BARCELONA,08018,CR,SANT JOAN DE MALTA,111
F08008120,"GOMEZ FACUNDO, SANTIAGO",395,BARCELONA 9-H,08019,BARCELONA,08030,CR,ROVIRA VIRGILI,6
F08008137,"GARCIA BARRADO,M.CARME",326,BARCELONA 7-G,08019,BARCELONA,08032,CR,AMILCAR,158 BIS
F08008144,"FUENTES LLOBET, JOAN",050,BARCELONA 6-D,08019,BARCELONA,08023,CR,MORA D'EBRE,43
F08008151,"TICO GRAU, JOSE RAMON",065,BARCELONA 9-A,08019,BARCELONA,08027,CR,ESPRONCEDA,363
F08008169,"ROMERO GISBERT, CARME",073,BARCELONA 10-C,08019,BARCELONA,08018,CR,ESPRONCEDA,191
F08008176,"MONT TORRES,NURIA",038,BARCELONA 3-G,08019,BARCELONA,08028,CR,JOAN GUELL,91
F08008183,"GÓMEZ SANCHO, JORGE",045,BARCELONA 5-D,08019,BARCELONA,08017,PS,BONANOVA,105
F08008190,"CANALS GARCIA, CARINA",056,BARCELONA 7-F,08019,BARCELONA,08032,CR,HORTA,127
F08008200,"RUBIS MARIN, GEMMA",,,08019,BARCELONA,08016,CR,SANTA ENGRACIA,73
F08008225,"BARBERAN PARCERISA, LUIS MIGUEL",297,L'HOSPITALET DE LLOBREGAT 10 - C.SERRA,08101,L'HOSPITALET DE LLOBREGAT,08906,AV,CAN SERRA,51
F08008232,"NEBOT SALABERT, ALEXANDRE",028,BARCELONA 2-H,08019,BARCELONA,08013,CR,AUSIAS MARCH,93
F08008240,"DE FRUTOS ILLAN, M.CARME",358,BARCELONA 6-E,08019,BARCELONA,08024,CR,CAMELIES,22
F08008257,"TORRES GIBERT, MARTA/TORRES GIBERT, JAUME",131,ANOIA RURAL,08165,LA POBLA DE CLARAMUNT,08787,AV,CATALUNYA,25
F08008264,"SICILIA MUÑOZ, DAFNE",022,BARCELONA 2-B,08019,BARCELONA,08015,CR,DIPUTACIO,12
F08008271,"BLANCH BORIS, MARIA JOSE",076,BARCELONA 10-F,08019,BARCELONA,08026,CR,NAVAS DE TOLOSA,329
F08008289,"PIERA BALLESTER, FRANCESCA",043,BARCELONA 5-B,08019,BARCELONA,08006,CR,FRANCOLI,23 BIS
F08008296,"CULLERE COSIDO, MARIA ANTONIA",265,VILADECANS 1,08301,VILADECANS,08840,AV,GENERALITAT,28
F08008306,"PEREZ MORALES, JUANA M",288,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,08101,L'HOSPITALET DE LLOBREGAT,08901,CR,ROSENDO ARUS,54
F08008313,"PEREZ GARCIA, MARIA CARMEN.",358,BARCELONA 6-E,08019,BARCELONA,08024,CR,L'ALZINA,44
F08008320,"VILAR BUHLER, SUSANNA",038,BARCELONA 3-G,08019,BARCELONA,08014,PL,DELS PAISOS CATALANS,3
F08008338,"PEREZ CARRION, LAURA",051,BARCELONA 7-A,08019,BARCELONA,08024,PL,CAN BARO,6
F08008345,"CLANXET WUST, PILAR",072,BARCELONA 10-B,08019,BARCELONA,08019,CR,PROVENÇALS,12
F08008352,"SAINZ VARONA, M.DEL PILAR",291,L'HOSPITALET DE LLOBREGAT 4 TORRASSA,08101,L'HOSPITALET DE LLOBREGAT,08903,CR,SANTIAGO APÒSTOL,89
F08008360,"TORELLÓ COLET, RAMON",016,BARCELONA 1-A,08019,BARCELONA,08003,PS,JOAN DE BORBO,72
F08008377,"SOUCHEIRON ALMELA, IMMACULADA",288,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,08101,L'HOSPITALET DE LLOBREGAT,08901,CR,PRAT DE LA RIBA,212
F08008384,"BUSQUETS BAQUÉ, MARTA.",067,BARCELONA 9-C,08019,BARCELONA,08027,AV,MERIDIANA,259
F08008391,"CORRAL IGLESIAS, ANTONIO MIGUEL",070,BARCELONA 9-F,08019,BARCELONA,08033,CR,TURO DE LA TRINITAT,41
F08008401,"CASANOVAS CASADO, CONCEPCION",065,BARCELONA 9-A,08019,BARCELONA,08027,CR,MALLORCA,663
F08008426,"CARDENAL LOPEZ, M.DEL CARME",051,BARCELONA 7-A,08019,BARCELONA,08024,RD,GUINARDO,31
F08008433,"SHALABI BENAVENT, RAMI RAÜL",071,BARCELONA 10-A,08019,BARCELONA,08005,CR,PUJADES,151
F08008440,"SANZ SUAY, NESTOR",065,BARCELONA 9-A,08019,BARCELONA,08027,CR,VALLES I RIBOT,8
F08008465,"MASSAGUE SOLE, ROSA MARIA",288,L'HOSPITALET DE LLOBREGAT 1 - CENTRE,08101,L'HOSPITALET DE LLOBREGAT,08901,CR,SANT JOAN,2-12
F08008472,"PLANAS PASCUAL, JOSEP M",396,BARCELONA 9-I,08019,BARCELONA,08030,PS,TORRAS i BAGES,83
F08008480,DE LA CRUZ GARCIA MA. CARME,385,BARCELONA 8J,08019,BARCELONA,08031,CR,CUBELLES,8
F08008497,"BUSQUETS BALSELLS, XAVIER",358,BARCELONA 6-E,08019,BARCELONA,08024,CR,SECRETARI COLOMA,92
F08008507,"FORES MOLINER,MERCEDES/PALAU IMBERN, MARIA MERCE",035,BARCELONA 3-D,08019,BARCELONA,08014,CR,GRAN VIA CORTS CATALANES,347
F08008514,"RODRIGUEZ VARGAS, JOAN ANTONI",335,SANT ANDREU DE LLAVANERES,08197,SANT ANDREU DE LLAVANERES,08392,CR,CLOSENS,36
F08008521,"MORALES BALLUS, MONICA",291,L'HOSPITALET DE LLOBREGAT 4 TORRASSA,08101,L'HOSPITALET DE LLOBREGAT,08904,CR,MONTSENY,151
F08008539,"RENEDO IGAL, GEMMA",071,BARCELONA 10-A,08019,BARCELONA,08005,CR,ZAMORA,38
F08008546,"GUERRERO POZO, M.CARME",396,BARCELONA 9-I,08019,BARCELONA,08030,CR,AGUSTI i MILA,38
F08008553,"SERRA BUSQUET, HELENA",041,BARCELONA 4-C,08019,BARCELONA,08028,CR,FELIPE DE PAZ,8
F08008560,"BARNADAS RULL, CLARA",294,L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,08101,L'HOSPITALET DE LLOBREGAT,08905,CR,LA FLORIDA,53
F08008578,"VALERO BARLABÉ, RAIMONT",385,BARCELONA 8J,08019,BARCELONA,08031,CR,DOCTOR PI I MOLIST,1
F08008585,"EDMUND JOYCE, GRAHAM",038,BARCELONA 3-G,08019,BARCELONA,08014,CR,MELCIOR DE PALAU,153 BIS
F08008592,"CARTAÑA GAMEZ, M. CARME",067,BARCELONA 9-C,08019,BARCELONA,08027,PS,MARAGALL,106
F08008602,"SORNI HUBRECHT, MARIA DOLORES",043,BARCELONA 5-B,08019,BARCELONA,08022,CR,MANDRI,6
F08008610,"GOMEZ MARTINEZ, JESUS CARLOS",051,BARCELONA 7-A,08019,BARCELONA,08041,AV,Mare de Deu de MONTSERRAT,143
F08008627,"BLANC MELIA, BEATRIZ/BLANC MELIA, JAVIER",067,BARCELONA 9-C,08019,BARCELONA,08027,CR,CONCEPCIO ARENAL,124
F08008634,"ANFRUNS ESPUÑA, TERESA",130,ALT BERGUEDÀ,08166,LA POBLA DE LILLET,08696,CR,PORXOS,22
F08008659,GONZALEZ SIGNES/NAVARO MARCO,071,BARCELONA 10-A,08019,BARCELONA,08018,AV,DIAGONAL,197
F08008666,"TRILLA GARCIA, JUAN JOSE",036,BARCELONA 3-E,08019,BARCELONA,08014,CR,GUADIANA,39
F08008673,RIAZA SOLER/GISPERT SERRATS,041,BARCELONA 4-C,08019,BARCELONA,08028,CR,COMANDANT BENITEZ,30
F08008698,"BOSCH SAIS, ROSER",290,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,08101,L'HOSPITALET DE LLOBREGAT,08904,CR,COTONAT,38
F08008708,"LOPEZ SANTIAGO, AGUSTIN/RIOS ÁLVAREZ, LUÍS/MARTIN ORTIZ, SANTIAGO",355,LA ROCA DEL VALLÈS,08181,LA ROCA DEL VALLÈS,08430,RB,MESTRES I TORRENTS,23
F08008715,"SURRIBAS LLANSO,M.DOLORS/CASERAS SURRIBAS,ANNA",044,BARCELONA 5-C,08019,BARCELONA,08034,CR,CAPITA ARENES,62
F08008722,"MORALES MORERA, LAURA",033,BARCELONA 3-B,08019,BARCELONA,08004,CR,GRAN VIA CORTS CATALANES,216
F08008730,"XURIGUERA HERNANDEZ,XAVIER",029,BARCELONA 2-I,08019,BARCELONA,08013,CR,CONSELL DE CENT,575
F08008754,"GARRABE CANET, M.TERESA",054,BARCELONA 7-D,08019,BARCELONA,08032,CR,DANTE ALIGHIERI,118
F08008761,FARRE/ROMA,327,BARCELONA 8-I,08019,BARCELONA,08016,CR,FORMENTERA,44
F08008779,"OROBITG BLANCH, ANNA",040,BARCELONA 4-B,08019,BARCELONA,08028,CR,MASFERRER,16
F08008786,"CAMPO GÜERRI, M. LOURDES",039,BARCELONA 4-A,08019,BARCELONA,08029,CR,TAQUIGRAF SERRA,3
F08008793,"ROYO BARGUES, TERESA",042,BARCELONA 5-A,08019,BARCELONA,08006,CR,TUSET,34
F08008803,"FORNS GIRO, FERRAN",034,BARCELONA 3-C,08019,BARCELONA,08038,CR,MARE DE DEU DEL PORT,234
F08008810,"CASTELLVI ALTIMIRA, JOSEP",044,BARCELONA 5-C,08019,BARCELONA,08017,CR,CARDENAL SENTMENAT,37
F08008828,"ANDRADES FRANCIA,A/ANDRADES FRANCIA,J.L.",292,L'HOSPITALET DE LLOBREGAT 5-S.EULÀLIA N.,08101,L'HOSPITALET DE LLOBREGAT,08902,CR,GENERAL PRIM,37
F08008835,"PONS CASALS, PATRICIA",254,VALL DEL GES,08233,SANT PERE DE TORELLÓ,08572,CR,SANT FELIU,1
F08008842,"TOUS TREPAT, SALVADOR/TOUS TREPAT, XAVIER",041,BARCELONA 4-C,08019,BARCELONA,08034,CR,JORDI GIRONA,2
F08008867,"FANDO REYNES, NEUS",071,BARCELONA 10-A,08019,BARCELONA,08005,CR,JOAN MIRO,24
F08008874,"SAZ CARAZO, RAQUEL I MERCEDES",,,08019,BARCELONA,08042,CR,VILADROSA,51-59
F08008881,"GARCIA CASTELL, ESTER / GARCIA CASTELL JOAN",326,BARCELONA 7-G,08019,BARCELONA,08032,CR,SEGLE XX,61
F08008909,"LAVILLA BIARGE, RODOLF (HEREUS(",,,08019,BARCELONA,08016,CR,ARGULLOS,49
F08008916,"FERNANDEZ OROMI, JORDI",067,BARCELONA 9-C,08019,BARCELONA,08027,AV,FELIP II,186
F08008923,"ARANDA GUERRA, EVA",385,BARCELONA 8J,08019,BARCELONA,08016,CR,ESCOCIA,64-66
F08008930,"FONTANA MENDEZ, PILAR",294,L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.,08101,L'HOSPITALET DE LLOBREGAT,08905,PL,MARE DE DEU DEL PILAR,8
F08008948,"ESTIVILL SENTIS, ANNA",041,BARCELONA 4-C,08019,BARCELONA,08028,AV,SANT RAMON NONAT,23
F08008955,"GOTZENS BUSQUETS, JAUME",273,BADALONA 2,08015,BADALONA,08911,AV,MARTI PUJOL,230-246
F08008962,"FOLCH FLORES, DAVID",056,BARCELONA 7-F,08019,BARCELONA,08032,CR,FATIMA,10
F08008970,"MARQUETA ARIÑO,MARIA CONCEPCIO/GARCIA MARQUETA,ESTER",072,BARCELONA 10-B,08019,BARCELONA,08019,CR,SELVA DEL MAR,34
F08008987,"ORRIOS OLMO, FATIMA MARIA",273,BADALONA 2,08015,BADALONA,08911,CR,FRANCESC LAYRET,205
F08008994,"CASELLAS ALBERCH, PERE",311,SANT ADRIÀ DEL BESÒS 1,08194,SANT ADRIÀ DE BESÒS,08930,CR,ANDREU VIDAL,2
F08009003,"ALCALDE ORELLANA, MARIA GRACIA",326,BARCELONA 7-G,08019,BARCELONA,08041,PS,MARAGALL,75
F08009010,"SOLORES GIRON, MARIA BELEN",111,CORNELLÀ DE LLOBREGAT 4,08073,CORNELLÀ DE LLOBREGAT,08940,CR,LES ORIOLES,6
F08009028,"BLANCO HERNANDEZ, MARTA",046,BARCELONA 5-E,08019,BARCELONA,08023,CR,BERTRAN,39
F08009035,"COLLADO ANDANUCHE, MONTSERRAT",039,BARCELONA 4-A,08019,BARCELONA,08028,CR,JOAN GUELL,174
F08009042,"HUAMAN FLORES, MIRTHA ELENA",383,BARCELONA 3-H,08019,BARCELONA,08038,PL,LLORCA,5
F08009050,"LÓPEZ VICENTE, ANDREA",291,L'HOSPITALET DE LLOBREGAT 4 TORRASSA,08101,L'HOSPITALET DE LLOBREGAT,08903,CR,ROSELLO,33 BIS
F08009067,"LEON BERROCAL, RONALD ELISVAN",045,BARCELONA 5-D,08019,BARCELONA,08017,CT,SARRIA A VALLVIDRERA,82
F08009074,"MORTE GALVE, MERCEDES",356,TERRASSA-G,08279,TERRASSA,08223,CT,MONTCADA,144-146
F08009081,"SABRIA PAU, ANA M.",251,TERRASSA E,08279,TERRASSA,08225,CR,AMPLE,25
F08009099,"NAUDIN FERRER, ANGELS",029,BARCELONA 2-I,08019,BARCELONA,08025,CR,PROVENÇA,536
F08009109,"MARTINEZ GARCIA, M. LLUISA",043,BARCELONA 5-B,08019,BARCELONA,08006,CR,LA GLEVA,9
F08009116,"LLINARES RECHE, TERESA/SANZ LOPEZ, M. CARME",051,BARCELONA 7-A,08019,BARCELONA,08024,CR,BISMARK,2
F08009123,"CHACON PUIG, GUILLERMO ALFONSO.",031,BARCELONA 2-K,08019,BARCELONA,08025,CR,INDUSTRIA,128
F08009130,"BAQUES ROVIRALTA, JOSEP",192,SABADELL 2,08187,SABADELL,08208,AV,ONZE DE SETEMBRE,61
F08009148,"PETIT ARISTIZABAL, REGINA",023,BARCELONA 2-C,08019,BARCELONA,08029,CR,CALABRIA,242-244
F08009155,"ALVAREZ CANDAU, ANNA MARIA",025,BARCELONA 2-E,08019,BARCELONA,08011,CR,CASANOVA,93
F08009162,"GARRELL CAPDEVILA, JOAN",192,SABADELL 2,08187,SABADELL,08208,CR,BORRAS,8
F08009170,"GUERRERO ANARTE, GLORIA",247,TERRASSA A,08279,TERRASSA,08221,CR,SANT ANTONI,21
F08009187,"GINE MASSA, M.PILAR",040,BARCELONA 4-B,08019,BARCELONA,08017,AV,SARRIA,125
F08009194,"GATELL TORTAJADA, MONTSERRAT",274,BADALONA 3,08015,BADALONA,08912,CR,GUIFRE,329
F08009204,"MERCE SORA, ANABEL",190,SABADELL 1A,08187,SABADELL,08201,CR,SANT CUGAT,95
F08009211,"BARADAD SOLANA, JOSEP LLUIS",197,SABADELL 6,08187,SABADELL,08204,PL,CREU DE BARBERÀ,8
F08009229,"RODRIGUEZ GARCIA, ISABEL",067,BARCELONA 9-C,08019,BARCELONA,08027,CR,OLESA,26
F08009243,"SÁNCHEZ BARCO, ESTHER/PINAR VASCO, RICARD",296,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,08101,L'HOSPITALET DE LLOBREGAT,08906,AV,ISABEL LA CATOLICA,81-83
F08009250,"SANCHO SOTO,FECUND/MA JOSEP",290,L'HOSPITALET DE LLOBREGAT 3 - COLLBLANC,08101,L'HOSPITALET DE LLOBREGAT,08904,AV,TORRENT GORNAL,58
F08009268,"MESTRE ROVIRA, ESTHER",,,08019,BARCELONA,08016,CR,DOCTOR PI I MOLIST,66
F08009275,"GRANERO SAN MARTIN, ESTHER VANESA",028,BARCELONA 2-H,08019,BARCELONA,08013,CR,MARINA,121
F08009282,"SALLA FUSTER, JOSEP",342,BADALONA 7B,08015,BADALONA,08914,CR,SALVADOR SEGUI,4
F08009290,"COVES FIGUERAS, MONTSERRAT",273,BADALONA 2,08015,BADALONA,08912,CR,CREU,89
F08009300,"FIGUERAS REMOLAT, XAVIER",251,TERRASSA E,08279,TERRASSA,08224,CR,PI I MARGALL,18
F08009317,"QUINTANA PASCUAL, MARIA LUÏSA.",040,BARCELONA 4-B,08019,BARCELONA,08029,AV,DIAGONAL,557
F08009324,"GAY SIVILLA, ANTONIA",273,BADALONA 2,08015,BADALONA,08911,AV,MARTI PUJOL,10-12
F08009331,"MIRALLES COLOMINA, ESTHER",043,BARCELONA 5-B,08019,BARCELONA,08022,CR,BERTRAND I SERRA,16
F08009349,"MASIP MASIP,PILAR",053,BARCELONA 7-C,08019,BARCELONA,08032,CR,HORTAL,41
F08009356,"GARCIA LLORENTE, CARLOS",042,BARCELONA 5-A,08019,BARCELONA,08021,CR,VALERO,10
F08009363,"ROCA BERMUDEZ DE CASTRO, CARLES F.",049,BARCELONA 6-C,08019,BARCELONA,08024,CR,SOSTRES,15
F08009370,"VILARROYA OLIVER, NURIA",291,L'HOSPITALET DE LLOBREGAT 4 TORRASSA,08101,L'HOSPITALET DE LLOBREGAT,08903,RD,TORRASSA,120
F08009388,"LLOP TALAVERON,RAMON",190,SABADELL 1A,08187,SABADELL,08206,RD,PONENT,173
F08009405,"BOLDU BAGUDA, NURIA",327,BARCELONA 8-I,08019,BARCELONA,08033,CR,PALAMOS,58
F08009412,"LABARTA BRUSTENGA, GEORGINA",385,BARCELONA 8J,08019,BARCELONA,08016,CR,PARDO,17
F08009420,"ALBERDI ERAUSQUIN, IÑIGO",073,BARCELONA 10-C,08019,BARCELONA,08019,AV,DIAGONAL,84-86
F08009437,"CAMPO JUAN,LAURA",034,BARCELONA 3-C,08019,BARCELONA,08038,CR,SOVELLES,11
F08009444,"SUBIETAS MESALLES, SUSANNA",396,BARCELONA 9-I,08019,BARCELONA,08030,AV,MERIDIANA,510
F08009451,"CLAVE BULLICH, ELISA",053,BARCELONA 7-C,08019,BARCELONA,08032,CR,PEDRELL,121
F08009469,"GARCIA BROCOS, JOSE",296,L'HOSPITALET DE LLOBREGAT 9-PUBILLA C.,08101,L'HOSPITALET DE LLOBREGAT,08906,CR,MARCEL·LI ESQUIUS,40
F08009476,"HERNANDEZ PEREZ, PAULA",056,BARCELONA 7-F,08019,BARCELONA,08031,CR,FELIU I CODINA,45
F08009490,"GAZULLA ABIO, PILAR",044,BARCELONA 5-C,08019,BARCELONA,08017,CR,ANGLI,4 BIS
F08009500,"DOMINGUEZ GARCIA, ANNA MARIA",046,BARCELONA 5-E,08019,BARCELONA,08022,PS,SANT GERVASI,75
F08009518,"MARIN SANCHEZ, MA. ENCARNACION",040,BARCELONA 4-B,08019,BARCELONA,08034,CR,MANILA,49
F08009525,"MARTIN SANCHO, M.TERESA",055,BARCELONA 7-E,08019,BARCELONA,08035,CR,SANTA ROSALIA,82
F08009532,"LOSA GASPÀ, JAVIER.",247,TERRASSA A,08279,TERRASSA,08222,CR,PRAT DE LA RIBA,4
F08009540,"TRILLO TEJEDOR,YOLANDA",059,BARCELONA 8-C,08019,BARCELONA,08031,CR,MONTSANT,31-33
