"","codi_farmacia","nom_farmacia","codi_abs","nom_abs","codi_municipi","nom_municipi","codi_postal","tipus_via.x","nom_via","num_via","idequipament","alies","nom","categoria","tipus_via.y","via","sufix_via","num","cpostal","poblacio","comarca","telefon1","telefon2","fax","utmx","utmy","longitud","latitud","email","web","data_modificacio","propietats","localitzacio"
"237","F08009268","Mestre Rovira, Esther",NA,"",8019,"BARCELONA",8016,"CR","DOCTOR PI I MOLIST","66",3622131,"Farmàcia Mestre Rovira, Esther","Farmàcia Mestre Rovira, Esther","Salut|Farmàcies||",""," CR DOCTOR PI I MOLIST, 66",NA,NA,8016,"Barcelona","Barcelonès",933528002,NA,NA,430944.909,4587159.937,2.173478461,41.433039112,NA,NA,"2020-03-18T07:56:36.000Z",NA,"POINT (2.1734784 41.43304)"
"238","F08009282","Salla Fuster, Josep",342,"BADALONA 7B",8015,"BADALONA",8914,"CR","SALVADOR SEGUI","4",3622133,"Farmàcia Salla Fuster, Josep","Farmàcia Salla Fuster, Josep","Salut|Farmàcies||",""," CR SALVADOR SEGUI, 4",NA,NA,8914,"Badalona","Barcelonès",933873916,NA,NA,435311.073,4588220.296,2.225618896,41.442953036,NA,NA,"2020-03-18T07:56:54.000Z",NA,"POINT (2.2256188 41.44295)"
"239","F08009300","Figueras Remolat, Xavier",251,"TERRASSA E",8279,"TERRASSA",8224,"CR","PI I MARGALL","18",3622135,"Farmàcia Figueras Remolat, Xavier","Farmàcia Figueras Remolat, Xavier","Salut|Farmàcies||",""," CR PI I MARAGALL, 18",NA,NA,8224,"Terrassa","Vallès Occidental",937880464,NA,NA,416900.717,4601383.815,2.003443744,41.559810438,NA,NA,"2020-03-18T07:55:55.000Z",NA,"POINT (2.0034437 41.55981)"
"240","F08009331","Miralles Colomina, Esther",43,"BARCELONA 5-B",8019,"BARCELONA",8022,"CR","BERTRAND I SERRA","16",3622138,"Farmàcia Miralles Colomina, Esther","Farmàcia Miralles Colomina, Esther","Salut|Farmàcies||",""," CR BERTRAND I SERRA, 00016",NA,NA,8022,"Barcelona","Barcelonès",934178138,NA,NA,427579.161,4583796.719,2.133600762,41.402451672,NA,NA,"2020-03-18T07:56:36.000Z",NA,"POINT (2.1336007 41.40245)"
"241","F08009412","Labarta Brustenga, Georgina",385,"BARCELONA 8J",8019,"BARCELONA",8016,"CR","PARDO","17",3622145,"Farmàcia Labarta Brustenga, Georgina","Farmàcia Labarta Brustenga, Georgina","Salut|Farmàcies||",""," CR PARDO, 00017",NA,NA,8016,"Barcelona","Barcelonès",933528403,NA,NA,431690.219,4586579.799,2.182463765,41.427877758,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.1824636 41.42788)"
"242","F08009444","Subietas Mesalles, Susanna",396,"BARCELONA 9-I",8019,"BARCELONA",8030,"AV","MERIDIANA","510",3622148,"Farmàcia Subietas Mesalles, Susanna","Farmàcia Subietas Mesalles, Susanna","Salut|Farmàcies||",""," AV MERIDIANA, 510",NA,NA,8030,"Barcelona","Barcelonès",933451342,NA,NA,431921.878,4587634.248,2.185117245,41.437394475,NA,NA,"2020-03-18T07:56:28.000Z",NA,"POINT (2.1851172 41.437393)"
"243","F08009451","Clave Bullich, Elisa",53,"BARCELONA 7-C",8019,"BARCELONA",8032,"CR","PEDRELL","121",3622149,"Farmàcia Clave Bullich, Elisa","Farmàcia Clave Bullich, Elisa","Salut|Farmàcies||",""," CR PEDRELL, 121",NA,NA,8032,"Barcelona","Barcelonès",934291664,NA,NA,430020.447,4586156.426,2.162530846,41.423920872,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.162531 41.42392)"
"244","F08009490","Gazulla Abio, Pilar",44,"BARCELONA 5-C",8019,"BARCELONA",8017,"CR","ANGLI","4 BIS",3622152,"Farmàcia Gazulla Abio, Pilar","Farmàcia Gazulla Abio, Pilar","Salut|Farmàcies||",""," CR ANGLI, 00004",NA,NA,8017,"Barcelona","Barcelonès",932039179,NA,NA,427097.137,4583333.752,2.127890505,41.398238366,NA,NA,"2020-03-18T07:56:40.000Z",NA,"POINT (2.1278906 41.39824)"
"245","F08009564","Escarra Caldes, Pere",192,"SABADELL 2",8187,"SABADELL",8208,"CR","PINTOR VILA CINCA","89",3622159,"Farmàcia Escarra Caldes, Pere","Farmàcia Escarra Caldes, Pere","Salut|Farmàcies||",""," CR PINTOR VILA CINCA, 89",NA,NA,8208,"Sabadell","Vallès Occidental",937162311,NA,NA,425382.494,4600892.399,2.105208685,41.556221139,NA,NA,"2020-03-18T07:56:03.000Z",NA,"POINT (2.1052086 41.55622)"
"246","F08009613","Muchart Masaller, Adriana",251,"TERRASSA E",8279,"TERRASSA",8225,"CR","PONENT","49",3622164,"Farmàcia Muchart Masaller, Adriana","Farmàcia Muchart Masaller, Adriana","Salut|Farmàcies||",""," CT MATADEPERA, 45",NA,NA,8225,"Terrassa","Vallès Occidental",937354138,NA,NA,418146.978,4602656.168,2.018213756,41.571397836,NA,NA,"2020-03-18T07:55:54.000Z",NA,"POINT (2.0182137 41.5714)"
"247","F08009797","Garriga Majo, Marta",190,"SABADELL 1A",8187,"SABADELL",8202,"CR","SALLARES i PLA","140",3624213,"Farmàcia Garriga Majo, Marta","Farmàcia Garriga Majo, Marta","Salut|Farmàcies||",""," CR SALLARES I PLA, 00140",NA,NA,8202,"Sabadell","Vallès Occidental",937259757,NA,NA,426101.739,4599364.035,2.114020634,41.542523029,NA,NA,"2020-03-18T07:56:03.000Z",NA,"POINT (2.1140206 41.542522)"
"248","F08009846","Melchor Peirats, Carles",294,"L'HOSPITALET DE LLOBREGAT 7-FLORIDA N.",8101,"L'HOSPITALET DE LLOBREGAT",8905,"CR","LLEVANT","47-49",3624218,"Farmàcia Melchor Peirats, Carles","Farmàcia Melchor Peirats, Carles","Salut|Farmàcies||",""," CR LLEVANT, 47-49",NA,NA,8905,"Hospitalet de Llobregat, l'","Barcelonès",933490864,NA,NA,425537.287,4580565.149,2.109573015,41.373159885,NA,NA,"2020-03-18T07:56:18.000Z",NA,"POINT (2.1095731 41.37316)"
"249","F08009853","Prat Calvet, Josep",326,"BARCELONA 7-G",8019,"BARCELONA",8041,"PG","LLIVIA","47",3624219,"Farmàcia Prat Calvet, Josep","Farmàcia Prat Calvet, Josep","Salut|Farmàcies||",""," PG LLÍVIA, 47",NA,NA,8041,"Barcelona","Barcelonès",932355093,NA,NA,431231.75,4585706.026,2.177076687,41.419968879,NA,NA,"2020-03-18T07:56:33.000Z",NA,"POINT (2.1770766 41.419968)"
"250","F08009860","Pares Lucini, Joan",295,"L'HOSPITALET DE LLOBREGAT 8-FLORIDA S.",8101,"L'HOSPITALET DE LLOBREGAT",8905,"AV","MASNOU","62",3624220,"Farmàcia Pares Lucini, Joan","Farmàcia Pares Lucini, Joan","Salut|Farmàcies||",""," AV MASNOU, 62",NA,NA,8905,"Hospitalet de Llobregat, l'","Barcelonès",934405966,NA,NA,425442.931,4580141.125,2.108496987,41.369332151,NA,NA,"2020-03-18T07:56:17.000Z",NA,"POINT (2.108497 41.36933)"
"251","F08009902","Puigdollers Vila, Cristina",121,"LA GARRIGA",8005,"L'AMETLLA DEL VALLÈS",8480,"CR","POMPEU FABRA","26",3624224,"Farmàcia Puigdollers Vila, Cristina","Farmàcia Puigdollers Vila, Cristina","Salut|Farmàcies||",""," CR POMPEU FABRA, 26",NA,NA,8480,"Ametlla del Vallès, l'","Vallès Oriental",938430146,NA,NA,438621.695,4613104.468,2.262703922,41.667335304,NA,NA,"2020-03-18T07:55:53.000Z",NA,"POINT (2.262704 41.667336)"
"252","F08009910","Olius Mas, Jordi",54,"BARCELONA 7-D",8019,"BARCELONA",8032,"CR","LLOBREGOS","140",3624225,"Farmàcia Olius Mas, Jordi","Farmàcia Olius Mas, Jordi","Salut|Farmàcies||",""," CR LLOBREGOS, 00140",NA,NA,8032,"Barcelona","Barcelonès",932294714,NA,NA,429412.308,4586164.532,2.155252852,41.423940672,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.155253 41.423943)"
"253","F08009927","Guerrero Anarte, Ignasi",251,"TERRASSA E",8279,"TERRASSA",8225,"AV","ABAD MARCET","241",3624226,"Farmàcia Guerrero Anarte, Ignasi","Farmàcia Guerrero Anarte, Ignasi","Salut|Farmàcies||",""," AV ABAD MARCET, 241",NA,NA,8225,"Terrassa","Vallès Occidental",937882901,NA,NA,417233.427,4603026.283,2.007206698,41.57463701,NA,NA,"2020-03-18T07:55:55.000Z",NA,"POINT (2.0072067 41.57464)"
"254","F08010009","Sanfeliu Soto, Enric",288,"L'HOSPITALET DE LLOBREGAT 1 - CENTRE",8101,"L'HOSPITALET DE LLOBREGAT",8901,"RB","JUST OLIVERAS","44",3624232,"Farmàcia Sanfeliu Soto, Enric","Farmàcia Sanfeliu Soto, Enric","Salut|Farmàcies||",""," RB JUST  OLIVERAS, 44",NA,NA,8901,"Hospitalet de Llobregat, l'","Barcelonès",933373164,NA,NA,424806.531,4579341.326,2.100987402,41.362069524,NA,NA,"2020-03-18T07:56:17.000Z",NA,"POINT (2.1009874 41.36207)"
"255","F08010087","Gabaldón Flotats, Albert",NA,"",8019,"BARCELONA",8016,"CR","BUNYOLA","12",3624240,"Farmàcia Gabaldón Flotats, Albert","Farmàcia Gabaldón Flotats, Albert","Salut|Farmàcies||",""," CR BUNYOLA, 00012",NA,NA,8016,"Barcelona","Barcelonès",933530956,NA,NA,431053.509,4587646.263,2.174722681,41.437428596,NA,NA,"2020-03-18T07:56:41.000Z",NA,"POINT (2.1747227 41.437428)"
"256","F08010104","Esquerra Guixa, Ramon",76,"BARCELONA 10-F",8019,"BARCELONA",8026,"CR","FRESER","194-198",3624242,"Farmàcia Esquerra Guixa, Ramon","Farmàcia Esquerra Guixa, Ramon","Salut|Farmàcies||",""," CR FRESER, 194-8",NA,NA,8026,"Barcelona","Barcelonès",934353191,NA,NA,431675.088,4585164.46,2.182442603,41.415128994,NA,NA,"2020-03-18T07:56:42.000Z",NA,"POINT (2.1824427 41.41513)"
"257","F08010111","Masons Bueno, M. Carme",385,"BARCELONA 8J",8019,"BARCELONA",8016,"AV","FELIP II","271",3624243,"Farmàcia Masons Bueno, M. Carme","Farmàcia Masons Bueno, M. Carme","Salut|Farmàcies||",""," CR FELIP II, 271",NA,NA,8016,"Barcelona","Barcelonès",933522451,NA,NA,431150.677,4586656.671,2.175998371,41.428524054,NA,NA,"2020-03-18T07:56:36.000Z",NA,"POINT (2.1759984 41.428524)"
"258","F08010136","Lucea Teruel, Esther",NA,"",8019,"BARCELONA",8016,"CR","PIFERRER","99",3624245,"Farmàcia Lucea Teruel, Esther","Farmàcia Lucea Teruel, Esther","Salut|Farmàcies||",""," CR PIFERRER, 00099",NA,NA,8016,"Barcelona","Barcelonès",933524906,NA,NA,431426.55,4587233.448,2.179234322,41.433742471,NA,NA,"2020-03-18T07:56:37.000Z",NA,"POINT (2.1792343 41.433743)"
"259","F08010256","Goma Bañeres, Ana",42,"BARCELONA 5-A",8019,"BARCELONA",8021,"CR","SANTALO","3",3624352,"Farmàcia Goma Bañeres, Ana","Farmàcia Goma Bañeres, Ana","Salut|Farmàcies||",""," CR SANTALÓ, 3",NA,NA,8021,"Barcelona","Barcelonès",932094925,NA,NA,428696.947,4582930.303,2.147073872,41.394748111,NA,NA,"2020-03-18T07:56:39.000Z",NA,"POINT (2.147074 41.39475)"
"260","F08010270","Corominas Frigola, Susana",342,"BADALONA 7B",8015,"BADALONA",8914,"CR","PAU PIFERRER","82",3624354,"Farmàcia Corominas Frigola, Susana","Farmàcia Corominas Frigola, Susana","Salut|Farmàcies||",""," CR PAU PIFERRER, 82",NA,NA,8914,"Badalona","Barcelonès",933981957,NA,NA,435103.806,4588483.25,2.223109706,41.445304653,NA,NA,"2020-03-18T07:56:55.000Z",NA,"POINT (2.2231097 41.445305)"
"261","F08010320","Masnou Morera, Rosa Maria",274,"BADALONA 3",8015,"BADALONA",8912,"CR","LLEFIA","11",3624358,"Farmàcia Masnou Morera, Rosa Maria","Farmàcia Masnou Morera, Rosa Maria","Salut|Farmàcies||",""," CR LLEFIA, 00013",NA,NA,8912,"Badalona","Barcelonès",933874298,NA,NA,436149.884,4588527.16,2.235626875,41.445784025,NA,NA,"2020-03-18T07:56:55.000Z",NA,"POINT (2.235627 41.445786)"
"262","F08010344","Miguel Izquierdo, Enrique Javier",273,"BADALONA 2",8015,"BADALONA",8912,"CR","ENRIC BORRAS","29",3624360,"Farmàcia Miguel Izquierdo, Enrique Javier","Farmàcia Miguel Izquierdo, Enrique Javier","Salut|Farmàcies||",""," CR ENRIC BORRAS, 00029",NA,NA,8912,"Badalona","Barcelonès",933893657,NA,NA,437049.534,4588612.662,2.246387093,41.446625175,NA,NA,"2020-03-18T07:56:55.000Z",NA,"POINT (2.246387 41.446625)"
"263","F08010400","Perez Saez, Sonia",56,"BARCELONA 7-F",8019,"BARCELONA",8031,"CR","SANT GAUDENCI","11",3624364,"Farmàcia Perez Saez, Sonia","Farmàcia Perez Saez, Sonia","Salut|Farmàcies||",""," CR SANT GAUDENCI, 11",NA,NA,8031,"Barcelona","Barcelonès",935195073,NA,NA,429571.317,4587328.531,2.15701996,41.434438295,NA,NA,"2020-03-18T07:56:33.000Z",NA,"POINT (2.1570199 41.434437)"
"264","F08010425","Gadea Melo, Olga",196,"SABADELL 5",8187,"SABADELL",8206,"CT","TERRASSA","316",3624366,"Farmàcia Gadea Melo, Olga","Farmàcia Gadea Melo, Olga","Salut|Farmàcies||",""," CT DE TERRASSA, 316",NA,NA,8206,"Sabadell","Vallès Occidental",937262371,NA,NA,424109.921,4599890.69,2.090076737,41.547079761,NA,NA,"2020-03-18T07:56:03.000Z",NA,"POINT (2.0900767 41.54708)"
"265","F08010432","Barbera Casajuana, Saida",252,"TERRASSA F",8279,"TERRASSA",8227,"CT","CASTELLAR","478",3624367,"Farmàcia Barbera Casajuana, Saida","Farmàcia Barbera Casajuana, Saida","Salut|Farmàcies||",""," CT CASTELLAR, 480 G",NA,NA,8227,"Terrassa","Vallès Occidental",937837989,NA,NA,419448.45,4603324.46,2.033732415,41.577548737,NA,NA,"2020-03-18T07:55:55.000Z",NA,"POINT (2.0337324 41.57755)"
"266","F08010440","Molina Casajuana, Marta",50,"BARCELONA 6-D",8019,"BARCELONA",8023,"PS","MARE DE DEU DEL COLL","150",3624368,"Farmàcia Molina Casajuana, Marta","Farmàcia Molina Casajuana, Marta","Salut|Farmàcies||",""," PS MARE DE DEU DEL COLL, 00150",NA,NA,8023,"Barcelona","Barcelonès",932138210,NA,NA,428898.415,4585748.304,2.149152504,41.420146568,NA,NA,"2020-03-18T07:56:36.000Z",NA,"POINT (2.1491525 41.420147)"
"267","F08010489","Relat Vidal, Roser",277,"BADALONA 6",8015,"BADALONA",8913,"AV","ALFONS XIII","476-480",3624371,"Farmàcia Relat Vidal, Roser","Farmàcia Relat Vidal, Roser","Salut|Farmàcies||",""," AV ALFONS XIII, 476-4",NA,NA,8913,"Badalona","Barcelonès",933874299,NA,NA,434977.619,4587475.67,2.221707657,41.436219459,NA,NA,"2020-03-18T07:56:54.000Z",NA,"POINT (2.2217076 41.43622)"
"268","F08010520","Viayna Roca, Enric",273,"BADALONA 2",8015,"BADALONA",8911,"AV","PRESIDENT COMPANYS","45-49",3624375,"Farmàcia Viayna Roca, Enric","Farmàcia Viayna Roca, Enric","Salut|Farmàcies||",""," AV DEL PRESIDENT COMPANYS, 00045",NA,NA,8911,"Badalona","Barcelonès",933890791,NA,NA,437168.495,4589513.194,2.247717429,41.454745365,NA,NA,"2020-03-18T07:56:54.000Z",NA,"POINT (2.2477174 41.454746)"
"269","F08010545","Manent Margarit, Meritxell",196,"SABADELL 5",8187,"SABADELL",8205,"CR","TENERIFE","52",3624377,"Farmàcia Manent Margarit, Meritxell","Farmàcia Manent Margarit, Meritxell","Salut|Farmàcies||",""," CR TENERIFE, 00052",NA,NA,8205,"Sabadell","Vallès Occidental",937264420,NA,NA,423889.584,4599641.859,2.087466718,41.544817798,NA,NA,"2020-03-18T07:56:02.000Z",NA,"POINT (2.0874667 41.54482)"
"270","F08010577","Cruz Olivé, Luis Alejandro",202,"SANT BOI DE LLOBREGAT 1",8200,"SANT BOI DE LLOBREGAT",8830,"CR","LLUIS CASTELLS","32",3624380,"Farmàcia Cruz Olivé, Luis Alejandro","Farmàcia Cruz Olivé, Luis Alejandro","Salut|Farmàcies||",""," CR LLUÍS CASTELLS, 00032",NA,NA,8830,"Sant Boi de Llobregat","Baix Llobregat",936400624,NA,NA,419431.146,4577651.707,2.036952086,41.346332158,NA,NA,"2020-03-18T07:57:01.000Z",NA,"POINT (2.036952 41.346333)"
"271","F08010697","Coll Colomer, Montserrat",43,"BARCELONA 5-B",8019,"BARCELONA",8006,"CR","SANT ELIES","28",3624390,"Farmàcia Coll Colomer, Montserrat","Farmàcia Coll Colomer, Montserrat","Salut|Farmàcies||",""," CR SANT ELIES, 28",NA,NA,8006,"Barcelona","Barcelonès",932095746,NA,NA,428471.304,4583643.116,2.144290813,41.401148099,NA,NA,"2020-03-18T07:56:44.000Z",NA,"POINT (2.144291 41.40115)"
"272","F08010841","Navarrete Mora, Yadira Lorena",74,"BARCELONA 10-D",8019,"BARCELONA",8019,"CR","MARESME","104",3624515,"Farmàcia Navarrete Mora, Yadira Lorena","Farmàcia Navarrete Mora, Yadira Lorena","Salut|Farmàcies||",""," CR MARESME, 00104",NA,NA,8019,"Barcelona","Barcelonès",933071043,NA,NA,434170.39,4585131.952,2.212301484,41.415044485,NA,NA,"2020-03-18T07:56:35.000Z",NA,"POINT (2.2123015 41.415043)"
"273","F08010859","Oliva Duran, Joan",56,"BARCELONA 7-F",8019,"BARCELONA",8031,"CR","MESTRE DALMAU","2",3624516,"Farmàcia Oliva Duran, Joan","Farmàcia Oliva Duran, Joan","Salut|Farmàcies||",""," CR MESTRE DALMAU, 00002",NA,NA,8031,"Barcelona","Barcelonès",934278077,NA,NA,430054.843,4587178.474,2.162824181,41.433129051,NA,NA,"2020-03-18T07:56:34.000Z",NA,"POINT (2.1628242 41.43313)"
"274","F08010880","Torres Pomar, Carlota",40,"BARCELONA 4-B",8019,"BARCELONA",8034,"PS","MANUEL GIRONA","56",3624519,"Farmàcia Torres Pomar, Carlota","Farmàcia Torres Pomar, Carlota","Salut|Farmàcies||",""," PS MANUEL GIRONA, 56",NA,NA,8034,"Barcelona","Barcelonès",932036429,NA,NA,426881.027,4582566.916,2.125398138,41.391312187,NA,NA,"2020-03-18T07:56:27.000Z",NA,"POINT (2.1253982 41.39131)"
"275","F08010930","Homs Ballo, Marta",71,"BARCELONA 10-A",8019,"BARCELONA",8018,"CR","BOLIVIA","19",3624524,"Farmàcia Homs Ballo, Marta","Farmàcia Homs Ballo, Marta","Salut|Farmàcies||",""," CR BOLIVIA, 00019",NA,NA,8018,"Barcelona","Barcelonès",933007615,NA,NA,432208.965,4583648.97,2.188999984,41.401524651,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.189 41.401524)"
"276","F08010947","Garrido Roman, Mireia",209,"SANT FELIU DE LLOBREGAT 1",8211,"SANT FELIU DE LLOBREGAT",8980,"PL","DE LA VILA","15",3624525,"Farmàcia Garrido Roman, Mireia","Farmàcia Garrido Roman, Mireia","Salut|Farmàcies||",""," PL DE LA VILA, 15",NA,NA,8980,"Sant Feliu de Llobregat","Baix Llobregat",936661336,NA,NA,420182.137,4581461.902,2.045426155,41.380723117,NA,NA,"2020-03-18T07:56:59.000Z",NA,"POINT (2.0454261 41.380722)"
"277","F08010954","Tolosa Gomara, M. Josep",67,"BARCELONA 9-C",8019,"BARCELONA",8027,"CR","ACACIES","57",3624526,"Farmàcia Tolosa Gomara, M. Josep","Farmàcia Tolosa Gomara, M. Josep","Salut|Farmàcies||",""," CR DE LES ACÀCIES, 57",NA,NA,8027,"Barcelona","Barcelonès",933517709,NA,NA,431321.003,4586356.559,2.178070755,41.425835636,NA,NA,"2020-03-18T07:56:27.000Z",NA,"POINT (2.1780708 41.425835)"
"278","F08010961","Llorens Sole, Anna",385,"BARCELONA 8J",8019,"BARCELONA",8016,"AV","MERIDIANA","361",3624527,"Farmàcia Llorens Sole, Anna","Farmàcia Llorens Sole, Anna","Salut|Farmàcies||",""," AV MERIDIANA, 361",NA,NA,8016,"Barcelona","Barcelonès",933528404,NA,NA,431827.138,4586618.229,2.184097936,41.428235515,NA,NA,"2020-03-18T07:56:38.000Z",NA,"POINT (2.184098 41.428234)"
"279","F08010979","Miralles Curto, Pere",201,"SANT ANDREU DE LA BARCA",8196,"SANT ANDREU DE LA BARCA",8740,"CR","MAJOR","18",3624528,"Farmàcia Miralles Curto, Pere","Farmàcia Miralles Curto, Pere","Salut|Farmàcies||",""," CR MAJOR, 00018",NA,NA,8740,"Sant Andreu de la Barca","Baix Llobregat",936530157,NA,NA,414283.343,4588973.873,1.973826269,41.447770224,NA,NA,"2020-03-18T07:57:01.000Z",NA,"POINT (1.9738263 41.44777)"
"280","F08010986","Rubio Moreno, Margarita",52,"BARCELONA 7-B",8019,"BARCELONA",8025,"CR","PADILLA","378",3624529,"Farmàcia Rubio Moreno, Margarita","Farmàcia Rubio Moreno, Margarita","Salut|Farmàcies||",""," CR PADILLA, 00378",NA,NA,8025,"Barcelona","Barcelonès",934558245,NA,NA,430572.336,4584811.287,2.169289216,41.411853578,NA,NA,"2020-03-18T07:56:30.000Z",NA,"POINT (2.169289 41.411854)"
"281","F08011041","Bouffard Fita, Fernando",72,"BARCELONA 10-B",8019,"BARCELONA",8019,"CR","JOSEP PLA","19-21",3624534,"Farmàcia Bouffard Fita, Fernando","Farmàcia Bouffard Fita, Fernando","Salut|Farmàcies||",""," CR JOSEP PLA, 19-21",NA,NA,8019,"Barcelona","Barcelonès",933070549,NA,NA,434454.391,4584417.758,2.215776823,41.408635132,NA,NA,"2020-03-18T07:56:46.000Z",NA,"POINT (2.215777 41.408634)"
"282","F08011066","Relat Vidal, Jordi",194,"SABADELL 3B",8187,"SABADELL",8208,"CT","DE MATADEPERA","7",3624535,"Farmàcia Relat Vidal, Jordi","Farmàcia Relat Vidal, Jordi","Salut|Farmàcies||",""," AV MATADEPERA, 7",NA,NA,8207,"Sabadell","Vallès Occidental",937161065,NA,NA,424178.15,4601726.512,2.090662972,41.563620071,NA,NA,"2020-03-18T07:56:02.000Z",NA,"POINT (2.090663 41.56362)"
"283","F08011073","Zambrana Ibáñez, Javier",42,"BARCELONA 5-A",8019,"BARCELONA",8021,"CR","AMIGO","70",3624536,"Farmàcia Zambrana Ibáñez, Javier","Farmàcia Zambrana Ibáñez, Javier","Salut|Farmàcies||",""," CR AMIGO, 00070",NA,NA,8021,"Barcelona","Barcelonès",932095115,NA,NA,428306.53,4583189.698,2.142373501,41.397049671,NA,NA,"2020-03-18T07:56:25.000Z",NA,"POINT (2.1423736 41.39705)"
"284","F08011080","Secanell Cambras, Xavier",372,"IGUALADA-2",8102,"IGUALADA",8700,"CR","ODENA","84",3624537,"Farmàcia Secanell Cambras, Xavier","Farmàcia Secanell Cambras, Xavier","Salut|Farmàcies||",""," CR ODENA, 84",NA,NA,8700,"Igualada","Anoia",938035092,NA,NA,384955.577,4604497.255,1.619841489,41.583888375,NA,NA,"2020-03-18T07:57:24.000Z",NA,"POINT (1.6198415 41.58389)"
"285","F08011108","Diz Vaz, Manuela",70,"BARCELONA 9-F",8019,"BARCELONA",8033,"CR","PARE PEREZ DEL PULGAR","16",3624538,"Farmàcia Diz Vaz, Manuela","Farmàcia Diz Vaz, Manuela","Salut|Farmàcies||",""," CR PARE PEREZ DEL PULGAR, 00016",NA,NA,8033,"Barcelona","Barcelonès",933451065,NA,NA,432343.366,4589441.63,2.189959442,41.45370853,NA,NA,"2020-03-18T07:56:43.000Z",NA,"POINT (2.1899595 41.45371)"
"286","F08011228","Audet Bonet, Gemma",31,"BARCELONA 2-K",8019,"BARCELONA",8025,"CR","CORSEGA","526",3624549,"Farmàcia Audet Bonet, Gemma","Farmàcia Audet Bonet, Gemma","Salut|Farmàcies||",""," CR CORSEGA, 00526",NA,NA,8025,"Barcelona","Barcelonès",932358299,NA,NA,430767.967,4584127.043,2.171708011,41.405707708,NA,NA,"2020-03-18T07:56:48.000Z",NA,"POINT (2.171708 41.40571)"
"287","F08011235","Reines Picornell, Catalina",385,"BARCELONA 8J",8019,"BARCELONA",8016,"CR","ALELLA","12",3624550,"Farmàcia Reines Picornell, Catalina","Farmàcia Reines Picornell, Catalina","Salut|Farmàcies||",""," CR ALELLA, 00012",NA,NA,8016,"Barcelona","Barcelonès",933523954,NA,NA,431464.79,4586983.95,2.179720258,41.431498602,NA,NA,"2020-03-18T07:56:32.000Z",NA,"POINT (2.1797202 41.4315)"
"288","F08011242","Bassas Costa, Josefina",43,"BARCELONA 5-B",8019,"BARCELONA",8021,"CR","RAVELLA","11",3624551,"Farmàcia Bassas Costa, Josefina","Farmàcia Bassas Costa, Josefina","Salut|Farmàcies||",""," CR RAVELLA, 00011",NA,NA,8021,"Barcelona","Barcelonès",932013351,NA,NA,427862.726,4583600.167,2.137016215,41.400706907,NA,NA,"2020-03-18T07:56:47.000Z",NA,"POINT (2.1370163 41.400707)"
"289","F08011330","Ruz Torres, Celia",51,"BARCELONA 7-A",8019,"BARCELONA",8024,"RD","GUINARDO","77",3624657,"Farmàcia Ruz Torres, Celia","Farmàcia Ruz Torres, Celia","Salut|Farmàcies||",""," RD DEL GUINARDO, 77",NA,NA,8024,"Barcelona","Barcelonès",932364003,NA,NA,430639.519,4585021.293,2.17006892,41.413750826,NA,NA,"2020-03-18T07:56:30.000Z",NA,"POINT (2.170069 41.41375)"
"290","F08011429","Estevez Luaña, Manuel",73,"BARCELONA 10-C",8019,"BARCELONA",8005,"AV","DIAGONAL","111",3624666,"Farmàcia Estevez Luaña, Manuel","Farmàcia Estevez Luaña, Manuel","Salut|Farmàcies||",""," AV DIAGONAL, 111",NA,NA,8005,"Barcelona","Barcelonès",933085202,NA,NA,433372.638,4584250.989,2.202853697,41.407044149,NA,NA,"2020-03-18T07:56:42.000Z",NA,"POINT (2.2028537 41.407043)"
"291","F08011436","Domingo Ortega, Carles",78,"BARCELONA 10-H",8019,"BARCELONA",8018,"CR","GUIPUZCOA","21 BIS",3624667,"Farmàcia Domingo Ortega, Carles","Farmàcia Domingo Ortega, Carles","Salut|Farmàcies||",""," CR GUIPUZCOA, 21 BI",NA,NA,8018,"Barcelona","Barcelonès",933077064,NA,NA,432633.501,4585056.804,2.193921599,41.414240288,NA,NA,"2020-03-18T07:56:43.000Z",NA,"POINT (2.1939216 41.41424)"
"292","F08011450","Prat Calvet, Carme",326,"BARCELONA 7-G",8019,"BARCELONA",8041,"AV","Mare de Deu de MONTSERRAT","240-242",3624669,"Farmàcia Prat Calvet, Carme","Farmàcia Prat Calvet, Carme","Salut|Farmàcies||",""," AV MARE DE DÉU DE MONTSERRAT, 240",NA,NA,8041,"Barcelona","Barcelonès",934557521,NA,NA,431045.043,4585971.235,2.174812426,41.422341519,NA,NA,"2020-03-18T07:56:33.000Z",NA,"POINT (2.1748123 41.42234)"
"293","F08011490","Carreras Font, Mireia",284,"GRANOLLERS 1 -OEST",8041,"CANOVELLES",8420,"CR","RIERA","38",3624673,"Farmàcia Carreras Font, Mireia","Farmàcia Carreras Font, Mireia","Salut|Farmàcies||",""," CR RIERA, 38",NA,NA,8420,"Canovelles","Vallès Oriental",938490833,NA,NA,440301.584,4607344.267,2.283456725,41.615583582,NA,NA,"2020-03-18T07:55:52.000Z",NA,"POINT (2.2834568 41.615585)"
